상호명,업종명,주소,찾아가는길,영업시간,전화번호,홈페이지,편의시설
베러먼데이커피 판교위너스에비뉴점,카페,경기 성남시 수정구 금토로80번길 51 1층 위너스에비뉴 108호 베러먼데이,정보 없음,영업 중 17:00에 영업 종료 17시 0분에 영업 종료,0507-0288-8260,https://blog.naver.com/bmdrink,"포장, 배달, 간편결제"
